number	recipe_name	ingredients	cooking_time
1539	Вареный язык с зеленой сальсой	21 ИНГРЕДИЕНТ	3 часа
1540	Блинчики с мясом	10 ИНГРЕДИЕНТОВ	1 час 30 минут
1541	Паста орзо с морковью	10 ИНГРЕДИЕНТОВ	20 минут
1542	Кутабы со свежей зеленью	4 ИНГРЕДИЕНТА	10 минут
1543	Пирог из ризотто с куриной грудкой	19 ИНГРЕДИЕНТОВ	30 минут
1544	Коктейль «Мохито» (Mojito)	5 ИНГРЕДИЕНТОВ	5 минут
1545	Соус песто с кедровыми орешками	6 ИНГРЕДИЕНТОВ	10 минут
1546	Куриные крылышки в медово-соевом соусе с чесноком	7 ИНГРЕДИЕНТОВ	40 минут
1547	Эггног	8 ИНГРЕДИЕНТОВ	10 минут
1548	Цыбульники	7 ИНГРЕДИЕНТОВ	40 минут
1549	Густой горячий шоколад со взбитыми сливками и зефиром	8 ИНГРЕДИЕНТОВ	20 минут
1550	Фламмкухен с беконом и пореем	11 ИНГРЕДИЕНТОВ	1 час
1551	Рыбацкий пирог	14 ИНГРЕДИЕНТОВ	1 час 30 минут
1552	Русское жаркое с говядиной	11 ИНГРЕДИЕНТОВ	30 минут
1553	Курица карри с томатной пастой	5 ИНГРЕДИЕНТОВ	40 минут
1554	Тартар из лосося с огурцами и икрой	12 ИНГРЕДИЕНТОВ	20 минут
1555	Гречневая лапша с овощами, уткой и древесными грибами	13 ИНГРЕДИЕНТОВ	20 минут
1556	Салат с сыром и ананасами	4 ИНГРЕДИЕНТА	10 минут
1557	Фахитас	16 ИНГРЕДИЕНТОВ	1 час 30 минут
1558	Суп-пюре с шампиньонами и картофелем	8 ИНГРЕДИЕНТОВ	35 минут
1559	Лосось в духовке	8 ИНГРЕДИЕНТОВ	30 минут
1560	Чахохбили с курицей	10 ИНГРЕДИЕНТОВ	40 минут
1561	Суп куриный с клецками	10 ИНГРЕДИЕНТОВ	40 минут
1562	Катаифи	9 ИНГРЕДИЕНТОВ	1 час 30 минут
1563	Чизкейк по-нью-йоркски	10 ИНГРЕДИЕНТОВ	1 час 35 минут
1564	Бисквитный рулет	8 ИНГРЕДИЕНТОВ	1 час 30 минут
1565	Запеканка из тыквы	9 ИНГРЕДИЕНТОВ	1 час 30 минут
1566	Тонкие блины на молоке по рецепту Олега Ольхова	7 ИНГРЕДИЕНТОВ	2 часа
1567	Салат из авокадо с руколой и кунжутом	9 ИНГРЕДИЕНТОВ	15 минут
1568	Блины на кефире с бананом, Nutella® и фисташками	11 ИНГРЕДИЕНТОВ	30 минут
1569	Борщ холодный	12 ИНГРЕДИЕНТОВ	1 час
1570	Чкмерули	7 ИНГРЕДИЕНТОВ	1 час
1571	Пирог с нектаринами	10 ИНГРЕДИЕНТОВ	3 часа
1572	Шарлотка яблочная со сливочным маслом	6 ИНГРЕДИЕНТОВ	50 минут
1573	Пряная утка с рагу из зеленого лука и болгарского перца	12 ИНГРЕДИЕНТОВ	20 минут
1574	Московский борщ с картофелем	16 ИНГРЕДИЕНТОВ	2 часа
1575	Киш лорен классический	9 ИНГРЕДИЕНТОВ	30 минут
1576	Творожная запеканка без муки и манки	12 ИНГРЕДИЕНТОВ	30 минут
1577	Кукурузная каша	6 ИНГРЕДИЕНТОВ	40 минут
1578	Паста фетучини с курицей в сливочном соусе	7 ИНГРЕДИЕНТОВ	25 минут
1579	Кипрский салат из помидоров	6 ИНГРЕДИЕНТОВ	10 минут
1580	Карне-салада	6 ИНГРЕДИЕНТОВ	15 минут
1581	Баклажанная икра	12 ИНГРЕДИЕНТОВ	1 час
1582	Картофельное пюре с мясом и жареным луком	9 ИНГРЕДИЕНТОВ	40 минут
1583	Классический минестроне	17 ИНГРЕДИЕНТОВ	1 час
1584	Антрекот по-бретонски	7 ИНГРЕДИЕНТОВ	45 минут
1585	Соус карри	13 ИНГРЕДИЕНТОВ	20 минут
1586	Пирог с капустой	8 ИНГРЕДИЕНТОВ	1 час 30 минут
1587	Запеченные яблоки с корицей	5 ИНГРЕДИЕНТОВ	15 минут
1588	Соленая треска «Северное сияние»	7 ИНГРЕДИЕНТОВ	20 минут
1589	Бенто	18 ИНГРЕДИЕНТОВ	20 минут
1590	Смесь салатов с мятно-цитрусовой заправкой	11 ИНГРЕДИЕНТОВ	10 минут
1591	Супер-влажный шоколадный пирог (без яиц)	10 ИНГРЕДИЕНТОВ	50 минут
1592	Идеальный летний салат	11 ИНГРЕДИЕНТОВ	20 минут
1593	Постный штрудель	9 ИНГРЕДИЕНТОВ	2 часа
1594	Кексы творожные	6 ИНГРЕДИЕНТОВ	35 минут
1595	Имбирно-ананасовый рис	7 ИНГРЕДИЕНТОВ	30 минут
1596	Лазанья с грибами и куриным филе	12 ИНГРЕДИЕНТОВ	1 час 40 минут
1597	Апельсиновый крюшон с шампанским	4 ИНГРЕДИЕНТА	1 час 30 минут
1598	Салат «Ташкент»	9 ИНГРЕДИЕНТОВ	3 часа
1599	Сочники (ГОСТ)	8 ИНГРЕДИЕНТОВ	1 час
1600	Говяжья мусака	19 ИНГРЕДИЕНТОВ	1 час 20 минут
1601	Тайский куриный салат «Лаб»	11 ИНГРЕДИЕНТОВ	25 минут
1602	Печеный перец	8 ИНГРЕДИЕНТОВ	1 час
1603	Запеченная баранья нога	13 ИНГРЕДИЕНТОВ	1 час
1604	Ванильный брауни с грецкими орехами и темным шоколадом	8 ИНГРЕДИЕНТОВ	40 минут
1605	Чуду с тыквой	7 ИНГРЕДИЕНТОВ	40 минут
1606	Салат со сливами и брынзой	10 ИНГРЕДИЕНТОВ	10 минут
1607	Асорда	8 ИНГРЕДИЕНТОВ	20 минут
1608	Куриный суп из базарной курицы с домашней лапшой	10 ИНГРЕДИЕНТОВ	1 час 30 минут
1609	Спанакопита с фетой	8 ИНГРЕДИЕНТОВ	1 час
1610	Паста с грибами в сливочном соусе	6 ИНГРЕДИЕНТОВ	20 минут
1611	Ореховая аджика	5 ИНГРЕДИЕНТОВ	20 минут
1612	Армянский плов хапама	10 ИНГРЕДИЕНТОВ	2 часа
1613	Тыква, фаршированная сладким пловом	10 ИНГРЕДИЕНТОВ	30 минут
1614	Вегетарианский соус болоньезе	10 ИНГРЕДИЕНТОВ	30 минут
1615	Гороховый суп с блинчиками	14 ИНГРЕДИЕНТОВ	3 часа
1616	Крем заварной	5 ИНГРЕДИЕНТОВ	30 минут
1617	Быстрые сырные лепешки	7 ИНГРЕДИЕНТОВ	20 минут
1618	Запеченный камамбер с соусом чатни	14 ИНГРЕДИЕНТОВ	30 минут
1619	Киш с луком	13 ИНГРЕДИЕНТОВ	1 час 10 минут
1620	Пармантье с языком	12 ИНГРЕДИЕНТОВ	1 час
1621	Говяжьи стейки с жареными помидорами черри	7 ИНГРЕДИЕНТОВ	45 минут
1622	Паста с фетой и черри	8 ИНГРЕДИЕНТОВ	30 минут
1623	Лечо на зиму	9 ИНГРЕДИЕНТОВ	1 час
1624	Морковный кекс с грецкими орехами	12 ИНГРЕДИЕНТОВ	1 час 10 минут
1625	Томленая баранина с овощами	14 ИНГРЕДИЕНТОВ	4 часа
1626	Классический палак-панир	10 ИНГРЕДИЕНТОВ	25 минут
1627	Картошка в духовке	11 ИНГРЕДИЕНТОВ	40 минут
1628	Классический медовик с черносливом	12 ИНГРЕДИЕНТОВ	3 часа
1629	Морковные котлеты с манной крупой	5 ИНГРЕДИЕНТОВ	30 минут
1630	Сметанные блины с кленовым сиропом	9 ИНГРЕДИЕНТОВ	30 минут
1631	Банош	5 ИНГРЕДИЕНТОВ	40 минут
1632	Торт «Черный лес» со свежей вишней	11 ИНГРЕДИЕНТОВ	1 час 30 минут
1633	Теплый салат с куриной грудкой	14 ИНГРЕДИЕНТОВ	20 минут
1634	Бастурма	6 ИНГРЕДИЕНТОВ	50 минут
1635	Свинина с черносливом	9 ИНГРЕДИЕНТОВ	20 минут
1636	Клубничный торт (без выпечки)	9 ИНГРЕДИЕНТОВ	1 час 40 минут
1637	Ахобланко	8 ИНГРЕДИЕНТОВ	20 минут
1638	Вака-фрита	11 ИНГРЕДИЕНТОВ	40 минут
1639	Слабосоленая скумбрия	9 ИНГРЕДИЕНТОВ	35 минут
1640	Пирог с творожным кремом и ежевикой	10 ИНГРЕДИЕНТОВ	1 час 10 минут
1641	Хрустящая брокколи в устричном соусе	8 ИНГРЕДИЕНТОВ	15 минут
1642	Вафельные трубочки с вареной сгущенкой	6 ИНГРЕДИЕНТОВ	1 час
1643	Кофейные маффины с корицей	12 ИНГРЕДИЕНТОВ	40 минут
1644	Домашнее сливочное мороженое с ванилью	5 ИНГРЕДИЕНТОВ	2 часа 30 минут
1645	Чихиртма из курицы	6 ИНГРЕДИЕНТОВ	40 минут
1646	Суп с вонтонами	14 ИНГРЕДИЕНТОВ	3 часа
1647	Жареный сэндвич с сыром	3 ИНГРЕДИЕНТА	15 минут
1648	Фисташковый рулет с малиной	8 ИНГРЕДИЕНТОВ	2 часа
1649	Инжир с анчоусами, творожным сыром, медовым соусом и рукколой	9 ИНГРЕДИЕНТОВ	5 минут
1650	Салат из кускуса с авокадо	10 ИНГРЕДИЕНТОВ	20 минут
1651	Кролик с тыквой в апельсиновом соусе	10 ИНГРЕДИЕНТОВ	1 час 10 минут
1652	Салат «Кремлевская грядка»	10 ИНГРЕДИЕНТОВ	20 минут
1653	Мунг-дал	13 ИНГРЕДИЕНТОВ	1 час
1654	Салат из сельдерея	7 ИНГРЕДИЕНТОВ	15 минут
1655	Спагетти с зеленым горошком и тунцом	11 ИНГРЕДИЕНТОВ	30 минут
1656	Рыбное рагу	14 ИНГРЕДИЕНТОВ	40 минут
1657	Курица с фасолью	14 ИНГРЕДИЕНТОВ	40 минут
1658	Апельсиновый кекс	6 ИНГРЕДИЕНТОВ	1 час
1659	Вишня в остром винном сиропе	10 ИНГРЕДИЕНТОВ	1 час
1660	Ризотто с белыми грибами и петрушкой	9 ИНГРЕДИЕНТОВ	40 минут
1661	Салат из перцев и жареного халуми	10 ИНГРЕДИЕНТОВ	15 минут
1662	Шоколадные брауни с грецкими орехами	6 ИНГРЕДИЕНТОВ	40 минут
1663	Чонгос-саморанос	5 ИНГРЕДИЕНТОВ	2 часа 20 минут
1664	Конкильони с фаршем	7 ИНГРЕДИЕНТОВ	35 минут
1665	Оджахури с тыквой	12 ИНГРЕДИЕНТОВ	25 минут
1666	Панамский чесночный цыпленок	9 ИНГРЕДИЕНТОВ	40 минут
1667	Яблочные оладьи с корицей	10 ИНГРЕДИЕНТОВ	30 минут
1668	Куриные котлеты с кабачком и зеленым горошком	16 ИНГРЕДИЕНТОВ	1 час
1669	Свиные ребрышки на гриле	10 ИНГРЕДИЕНТОВ	1 час
1670	Белая фасоль со сладким чили-соусом	12 ИНГРЕДИЕНТОВ	5 минут
1671	Коктейль «Белый русский»	3 ИНГРЕДИЕНТА	5 минут
1672	Десерт с фруктами и козьим сыром	9 ИНГРЕДИЕНТОВ	20 минут
1673	Чебуреки с бараниной и свининой	11 ИНГРЕДИЕНТОВ	50 минут
1674	Кукурузная каша с грибами и шафраном	11 ИНГРЕДИЕНТОВ	15 минут
